rank,kanji,count,on_readings,kun_readings,nanori,meanings_en
7488,攙,16,,,,
7489,旴,16,,,,
7490,曻,16,,,,
7491,杤,16,,,,
7492,涑,16,,,,
7493,瀦,16,,,,
7494,猋,16,,,,
7495,珧,16,,,,
7496,癋,16,,,,
7497,眙,16,,,,
7498,磌,16,,,,
7499,粰,16,,,,
7500,粷,16,,,,
7501,紈,16,,,,
7502,絜,16,,,,
7503,繒,16,,,,
7504,藂,16,,,,
7505,藦,16,,,,
7506,褕,16,,,,
7507,褧,16,,,,
7508,辧,16,,,,
7509,迓,16,,,,
7510,邛,16,,,,
7511,鄔,16,,,,
7512,鑫,16,,,,
7513,饠,16,,,,
7514,馼,16,,,,
7515,騊,16,,,,
7516,騤,16,,,,
7517,騶,16,,,,
7518,鯡,16,,,,
7519,鵩,16,,,,
7520,鼫,16,,,,
7521,侲,15,,,,
7522,冩,15,,,,
7523,剜,15,,,,
7524,勍,15,,,,
7525,噶,15,,,,
7526,嚬,15,,,,
7527,坼,15,,,,
7528,壥,15,,,,
7529,妝,15,,,,
7530,婺,15,,,,
7531,屭,15,,,,
7532,廏,15,,,,
7533,廝,15,,,,
7534,廴,15,,,,
7535,徧,15,,,,
7536,忑,15,,,,
7537,戞,15,,,,
7538,捋,15,,,,
7539,揷,15,,,,
7540,摟,15,,,,
7541,摶,15,,,,
7542,攩,15,,,,
7543,昳,15,,,,
7544,昺,15,,,,
7545,棆,15,,,,
7546,毆,15,,,,
7547,渲,15,,,,
7548,滍,15,,,,
7549,猲,15,,,,
7550,瓤,15,,,,
7551,瘂,15,,,,
7552,硏,15,,,,
7553,窋,15,,,,
7554,竚,15,,,,
7555,緌,15,,,,
7556,耜,15,,,,
7557,芎,15,,,,
7558,芟,15,,,,
7559,莆,15,,,,
7560,葆,15,,,,
7561,蓍,15,,,,
7562,蓖,15,,,,
7563,蔥,15,,,,
7564,蛩,15,,,,
7565,觥,15,,,,
7566,諿,15,,,,
7567,趲,15,,,,
7568,轜,15,,,,
7569,鄣,15,,,,
7570,鋧,15,,,,
7571,錑,15,,,,
7572,陏,15,,,,
7573,鞞,15,,,,
7574,顥,15,,,,
7575,驘,15,,,,
7576,鯧,15,,,,
7577,䐗,14,,,,
7578,伋,14,,,,
7579,伌,14,,,,
7580,佾,14,,,,
7581,僾,14,,,,
7582,匏,14,,,,
7583,喏,14,,,,
7584,噉,14,,,,
7585,埽,14,,,,
7586,娛,14,,,,
7587,婾,14,,,,
7588,宓,14,,,,
7589,崤,14,,,,
7590,嶇,14,,,,
7591,弸,14,,,,
7592,彠,14,,,,
7593,彲,14,,,,
7594,忰,14,,,,
7595,恠,14,,,,
7596,懆,14,,,,
7597,戢,14,,,,
7598,抦,14,,,,
7599,搠,14,,,,
7600,摻,14,,,,
7601,旆,14,,,,
7602,旟,14,,,,
7603,枻,14,,,,
7604,柂,14,,,,
7605,氂,14,,,,
7606,氿,14,,,,
7607,沆,14,,,,
7608,泫,14,,,,
7609,浯,14,,,,
7610,潾,14,,,,
7611,瀅,14,,,,
7612,烕,14,,,,
7613,焄,14,,,,
7614,狳,14,,,,
7615,猨,14,,,,
7616,璵,14,,,,
7617,瓐,14,,,,
7618,疔,14,,,,
7619,癆,14,,,,
7620,睲,14,,,,
7621,禛,14,,,,
7622,稭,14,,,,
7623,纁,14,,,,
7624,艢,14,,,,
7625,荆,14,,,,
7626,葈,14,,,,
7627,虗,14,,,,
7628,蚶,14,,,,
7629,衄,14,,,,
7630,裊,14,,,,
7631,訔,14,,,,
7632,詆,14,,,,
7633,趄,14,,,,
7634,趬,14,,,,
7635,跀,14,,,,
7636,躻,14,,,,
7637,酖,14,,,,
7638,釅,14,,,,
7639,錕,14,,,,
7640,閶,14,,,,
7641,闚,14,,,,
7642,陲,14,,,,
7643,靶,14,,,,
7644,頊,14,,,,
7645,餗,14,,,,
7646,髟,14,,,,
7647,鮖,14,,,,
7648,鴃,14,,,,
7649,鸇,14,,,,
7650,㩮,13,,,,
7651,儜,13,,,,
7652,凅,13,,,,
7653,匤,13,,,,
7654,圩,13,,,,
7655,埇,13,,,,
7656,塤,13,,,,
7657,墱,13,,,,
7658,奝,13,,,,
7659,嶙,13,,,,
7660,忱,13,,,,
7661,拊,13,,,,
7662,摠,13,,,,
7663,枘,13,,,,
7664,桄,13,,,,
7665,梫,13,,,,
7666,棃,13,,,,
7667,樔,13,,,,
7668,湑,13,,,,
7669,漦,13,,,,
7670,猬,13,,,,
7671,猳,13,,,,
7672,璪,13,,,,
7673,瓛,13,,,,
7674,盍,13,,,,
7675,盬,13,,,,
7676,眕,13,,,,
7677,禋,13,,,,
7678,窬,13,,,,
7679,簋,13,,,,
7680,紉,13,,,,
7681,胭,13,,,,
7682,膄,13,,,,
7683,芿,13,,,,
7684,萗,13,,,,
7685,薁,13,,,,
7686,蘡,13,,,,
7687,贎,13,,,,
7688,跤,13,,,,
7689,軺,13,,,,
7690,轌,13,,,,
7691,郫,13,,,,
7692,醃,13,,,,
7693,鍉,13,,,,
7694,鐎,13,,,,
7695,韑,13,,,,
7696,飡,13,,,,
7697,驄,13,,,,
7698,魷,13,,,,
7699,㹦,12,,,,
7700,䕃,12,,,,
7701,䡎,12,,,,
7702,仨,12,,,,
7703,冓,12,,,,
7704,刖,12,,,,
7705,劓,12,,,,
7706,埸,12,,,,
7707,姸,12,,,,
7708,嫮,12,,,,
7709,嫺,12,,,,
7710,孀,12,,,,
7711,寠,12,,,,
7712,岻,12,,,,
7713,嶬,12,,,,
7714,捎,12,,,,
7715,揩,12,,,,
7716,擶,12,,,,
7717,敔,12,,,,
7718,昢,12,,,,
7719,曚,12,,,,
7720,枒,12,,,,
7721,桲,12,,,,
7722,氳,12,,,,
7723,汭,12,,,,
7724,泂,12,,,,
7725,瀣,12,,,,
7726,烊,12,,,,
7727,犭,12,,,,
7728,畧,12,,,,
7729,皃,12,,,,
7730,硃,12,,,,
7731,磺,12,,,,
7732,穌,12,,,,
7733,籥,12,,,,
7734,紱,12,,,,
7735,纛,12,,,,
7736,翛,12,,,,
7737,膮,12,,,,
7738,臿,12,,,,
7739,苾,12,,,,
7740,螾,12,,,,
7741,訾,12,,,,
7742,貙,12,,,,
7743,賉,12,,,,
7744,軇,12,,,,
7745,辶,12,,,,
7746,逬,12,,,,
7747,邶,12,,,,
7748,鏵,12,,,,
7749,隃,12,,,,
7750,餵,12,,,,
7751,髁,12,,,,
7752,鯁,12,,,,
7753,鵻,12,,,,
7754,鶍,12,,,,
7755,倜,11,,,,
7756,凕,11,,,,
7757,喭,11,,,,
7758,姈,11,,,,
7759,寃,11,,,,
7760,崕,11,,,,
7761,崘,11,,,,
7762,廽,11,,,,
7763,忢,11,,,,
7764,怗,11,,,,
7765,惓,11,,,,
7766,憇,11,,,,
7767,扡,11,,,,
7768,擄,11,,,,
7769,擣,11,,,,
7770,栝,11,,,,
7771,槣,11,,,,
7772,槵,11,,,,
7773,歃,11,,,,
7774,淬,11,,,,
7775,澑,11,,,,
7776,珝,11,,,,
7777,癟,11,,,,
7778,磆,11,,,,
7779,稰,11,,,,
7780,簍,11,,,,
7781,絈,11,,,,
7782,縝,11,,,,
7783,莕,11,,,,
7784,蒄,11,,,,
7785,蒭,11,,,,
7786,薏,11,,,,
7787,蠋,11,,,,
7788,裑,11,,,,
7789,豳,11,,,,
7790,輊,11,,,,
7791,釔,11,,,,
7792,鈗,11,,,,
7793,鎛,11,,,,
7794,閽,11,,,,
7795,霅,11,,,,
7796,顴,11,,,,
7797,駢,11,,,,
7798,魕,11,,,,
7799,魹,11,,,,
7800,鰮,11,,,,
7801,黠,11,,,,
7802,黷,11,,,,
7803,鼉,11,,,,
7804,齮,11,,,,
7805,﨏,11,,,,
7806,㒼,10,,,,
7807,䠞,10,,,,
7808,丱,10,,,,
7809,亍,10,,,,
7810,侔,10,,,,
7811,儸,10,,,,
7812,冼,10,,,,
7813,劥,10,,,,
7814,嗁,10,,,,
7815,埕,10,,,,
7816,埡,10,,,,
7817,峋,10,,,,
7818,帠,10,,,,
7819,廾,10,,,,
7820,忪,10,,,,
7821,恿,10,,,,
7822,戡,10,,,,
7823,抃,10,,,,
7824,搨,10,,,,
7825,搴,10,,,,
7826,摹,10,,,,
7827,昬,10,,,,
7828,暃,10,,,,
7829,朞,10,,,,
7830,樮,10,,,,
7831,橢,10,,,,
7832,檑,10,,,,
7833,欟,10,,,,
7834,殽,10,,,,
7835,沭,10,,,,
7836,澦,10,,,,
7837,澵,10,,,,
7838,瀘,10,,,,
7839,瀠,10,,,,
7840,皡,10,,,,
7841,盌,10,,,,
7842,眀,10,,,,
7843,矕,10,,,,
7844,矬,10,,,,
7845,礌,10,,,,
7846,稯,10,,,,
7847,穸,10,,,,
7848,窰,10,,,,
7849,窳,10,,,,
7850,籀,10,,,,
7851,綈,10,,,,
7852,罜,10,,,,
7853,羃,10,,,,
7854,羖,10,,,,
7855,耙,10,,,,
7856,脘,10,,,,
7857,萋,10,,,,
7858,蕐,10,,,,
7859,藭,10,,,,
7860,蜙,10,,,,
7861,蝲,10,,,,
7862,袗,10,,,,
7863,袪,10,,,,
7864,褹,10,,,,
7865,襫,10,,,,
7866,觗,10,,,,
7867,賖,10,,,,
7868,轒,10,,,,
7869,郕,10,,,,
7870,郟,10,,,,
7871,酆,10,,,,
7872,釥,10,,,,
7873,鈉,10,,,,
7874,闋,10,,,,
7875,韇,10,,,,
7876,韌,10,,,,
7877,頎,10,,,,
7878,饇,10,,,,
7879,鮀,10,,,,
7880,鱘,10,,,,
7881,鳲,10,,,,
7882,鴗,10,,,,
7883,鷚,10,,,,
7884,麬,10,,,,
7885,㯃,9,,,,
7886,丄,9,,,,
7887,亠,9,,,,
7888,凘,9,,,,
7889,剉,9,,,,
7890,劼,9,,,,
7891,啁,9,,,,
7892,囑,9,,,,
7893,圡,9,,,,
7894,坫,9,,,,
7895,垜,9,,,,
7896,埌,9,,,,
7897,墀,9,,,,
7898,墼,9,,,,
7899,壎,9,,,,
7900,壒,9,,,,
7901,夝,9,,,,
7902,夯,9,,,,
7903,嬾,9,,,,
7904,孌,9,,,,
7905,屜,9,,,,
7906,怍,9,,,,
7907,恾,9,,,,
7908,悞,9,,,,
7909,憓,9,,,,
7910,挈,9,,,,
7911,挵,9,,,,
7912,揠,9,,,,
7913,撾,9,,,,
7914,擻,9,,,,
7915,攉,9,,,,
7916,旰,9,,,,
7917,柅,9,,,,
7918,柧,9,,,,
7919,栱,9,,,,
7920,桉,9,,,,
7921,棔,9,,,,
7922,楹,9,,,,
7923,槳,9,,,,
7924,樀,9,,,,
7925,殛,9,,,,
7926,毮,9,,,,
7927,氮,9,,,,
7928,溉,9,,,,
7929,滦,9,,,,
7930,潏,9,,,,
7931,牎,9,,,,
7932,猒,9,,,,
7933,獐,9,,,,
7934,甎,9,,,,
7935,畀,9,,,,
7936,瘇,9,,,,
7937,瞌,9,,,,
7938,碻,9,,,,
7939,磴,9,,,,
7940,稘,9,,,,
7941,稾,9,,,,
7942,窣,9,,,,
7943,竢,9,,,,
7944,簃,9,,,,
7945,簎,9,,,,
7946,簳,9,,,,
7947,粤,9,,,,
7948,紇,9,,,,
7949,綣,9,,,,
7950,繢,9,,,,
7951,胙,9,,,,
7952,脗,9,,,,
7953,膅,9,,,,
7954,臛,9,,,,
7955,臠,9,,,,
7956,艏,9,,,,
7957,芩,9,,,,
7958,芪,9,,,,
7959,苯,9,,,,
7960,荂,9,,,,
7961,葳,9,,,,
7962,蚸,9,,,,
7963,螇,9,,,,
7964,螓,9,,,,
7965,袛,9,,,,
7966,裰,9,,,,
7967,訇,9,,,,
7968,訕,9,,,,
7969,諼,9,,,,
7970,譔,9,,,,
7971,讜,9,,,,
7972,賻,9,,,,
7973,蹼,9,,,,
7974,輭,9,,,,
7975,轔,9,,,,
7976,酺,9,,,,
7977,醱,9,,,,
7978,醼,9,,,,
7979,鏆,9,,,,
7980,靹,9,,,,
7981,韲,9,,,,
7982,頏,9,,,,
7983,騸,9,,,,
7984,鮬,9,,,,
7985,鰂,9,,,,
7986,鶄,9,,,,
7987,鷆,9,,,,
7988,鷇,9,,,,
7989,黧,9,,,,
7990,鼟,9,,,,
7991,䅣,8,,,,
7992,䔥,8,,,,
7993,䰗,8,,,,
7994,丣,8,,,,
7995,乇,8,,,,
7996,侻,8,,,,
7997,倎,8,,,,
7998,僱,8,,,,
7999,儃,8,,,,
8000,刂,8,,,,
8001,勱,8,,,,
8002,咡,8,,,,
8003,咺,8,,,,
8004,哃,8,,,,
8005,啗,8,,,,
8006,喤,8,,,,
8007,喲,8,,,,
8008,嘹,8,,,,
8009,噞,8,,,,
8010,囤,8,,,,
8011,埆,8,,,,
8012,壚,8,,,,
8013,夋,8,,,,
8014,娌,8,,,,
8015,媖,8,,,,
8016,嬈,8,,,,
8017,尟,8,,,,
8018,屙,8,,,,
8019,岈,8,,,,
8020,峦,8,,,,
8021,崢,8,,,,
8022,嶲,8,,,,
8023,嶹,8,,,,
8024,彽,8,,,,
8025,忯,8,,,,
8026,愜,8,,,,
8027,拑,8,,,,
8028,捫,8,,,,
8029,捱,8,,,,
8030,掤,8,,,,
8031,撝,8,,,,
8032,朒,8,,,,
8033,枱,8,,,,
8034,枵,8,,,,
8035,梍,8,,,,
8036,楛,8,,,,
8037,楣,8,,,,
8038,榦,8,,,,
8039,橎,8,,,,
8040,檛,8,,,,
8041,櫲,8,,,,
8042,泐,8,,,,
8043,洄,8,,,,
8044,洳,8,,,,
8045,涀,8,,,,
8046,渧,8,,,,
8047,湨,8,,,,
8048,漚,8,,,,
8049,潙,8,,,,
8050,澌,8,,,,
8051,澟,8,,,,
8052,澧,8,,,,
8053,熇,8,,,,
8054,牿,8,,,,
8055,珌,8,,,,
8056,瘳,8,,,,
8057,盹,8,,,,
8058,磎,8,,,,
8059,礇,8,,,,
8060,礠,8,,,,
8061,秈,8,,,,
8062,秖,8,,,,
8063,籲,8,,,,
8064,粆,8,,,,
8065,糵,8,,,,
8066,絝,8,,,,
8067,罟,8,,,,
8068,耦,8,,,,
8069,胔,8,,,,
8070,腭,8,,,,
8071,腴,8,,,,
8072,荕,8,,,,
8073,葶,8,,,,
8074,蓊,8,,,,
8075,蕡,8,,,,
8076,藶,8,,,,
8077,衩,8,,,,
8078,襌,8,,,,
8079,觕,8,,,,
8080,誐,8,,,,
8081,誚,8,,,,
8082,誧,8,,,,
8083,豅,8,,,,
8084,豗,8,,,,
8085,貟,8,,,,
8086,蹔,8,,,,
8087,邘,8,,,,
8088,酲,8,,,,
8089,釟,8,,,,
8090,鋣,8,,,,
8091,錡,8,,,,
8092,鐓,8,,,,
8093,馱,8,,,,
8094,駬,8,,,,
8095,騂,8,,,,
8096,驂,8,,,,
8097,驊,8,,,,
8098,骪,8,,,,
8099,骭,8,,,,
8100,魋,8,,,,
8101,魦,8,,,,
8102,鮋,8,,,,
8103,鰝,8,,,,
8104,鵾,8,,,,
8105,鶵,8,,,,
8106,麪,8,,,,
8107,黰,8,,,,
8108,齕,8,,,,
8109,㪅,7,,,,
8110,㮶,7,,,,
8111,㶚,7,,,,
8112,䑓,7,,,,
8113,丮,7,,,,
8114,亹,7,,,,
8115,僦,7,,,,
8116,僴,7,,,,
8117,兊,7,,,,
8118,兾,7,,,,
8119,刅,7,,,,
8120,刼,7,,,,
8121,剗,7,,,,
8122,呍,7,,,,
8123,哳,7,,,,
8124,唼,7,,,,
8125,垚,7,,,,
8126,垤,7,,,,
8127,堈,7,,,,
8128,壐,7,,,,
8129,夽,7,,,,
8130,媙,7,,,,
8131,嫵,7,,,,
8132,嫻,7,,,,
8133,宬,7,,,,
8134,尃,7,,,,
8135,崆,7,,,,
8136,崴,7,,,,
8137,嵂,7,,,,
8138,嵶,7,,,,
8139,忩,7,,,,
8140,怳,7,,,,
8141,慝,7,,,,
8142,扌,7,,,,
8143,拴,7,,,,
8144,挃,7,,,,
8145,挊,7,,,,
8146,挲,7,,,,
8147,掦,7,,,,
8148,掵,7,,,,
8149,搪,7,,,,
8150,攷,7,,,,
8151,昿,7,,,,
8152,朿,7,,,,
8153,枲,7,,,,
8154,柎,7,,,,
8155,栐,7,,,,
8156,栧,7,,,,
8157,梂,7,,,,
8158,梆,7,,,,
8159,椉,7,,,,
8160,椵,7,,,,
8161,榼,7,,,,
8162,樌,7,,,,
8163,橛,7,,,,
8164,檠,7,,,,
8165,歵,7,,,,
8166,殍,7,,,,
8167,湳,7,,,,
8168,瀁,7,,,,
8169,烔,7,,,,
8170,熛,7,,,,
8171,燀,7,,,,
8172,燋,7,,,,
8173,燜,7,,,,
8174,燹,7,,,,
8175,獘,7,,,,
8176,獷,7,,,,
8177,玵,7,,,,
8178,璯,7,,,,
8179,甒,7,,,,
8180,甓,7,,,,
8181,畆,7,,,,
8182,畐,7,,,,
8183,皈,7,,,,
8184,盅,7,,,,
8185,眜,7,,,,
8186,碯,7,,,,
8187,禩,7,,,,
8188,竽,7,,,,
8189,糴,7,,,,
8190,紒,7,,,,
8191,紓,7,,,,
8192,綑,7,,,,
8193,翺,7,,,,
8194,聦,7,,,,
8195,肫,7,,,,
8196,腠,7,,,,
8197,臃,7,,,,
8198,芡,7,,,,
8199,茟,7,,,,
8200,莿,7,,,,
8201,菡,7,,,,
8202,薆,7,,,,
8203,藎,7,,,,
8204,蘯,7,,,,
8205,虺,7,,,,
8206,蟈,7,,,,
8207,覷,7,,,,
8208,觧,7,,,,
8209,謏,7,,,,
8210,貒,7,,,,
8211,趂,7,,,,
8212,躋,7,,,,
8213,逌,7,,,,
8214,遛,7,,,,
8215,郄,7,,,,
8216,釂,7,,,,
8217,銍,7,,,,
8218,錙,7,,,,
8219,鏽,7,,,,
8220,鑕,7,,,,
8221,鑣,7,,,,
8222,鑭,7,,,,
8223,閙,7,,,,
8224,閡,7,,,,
8225,雝,7,,,,
8226,鞳,7,,,,
8227,飪,7,,,,
8228,鬉,7,,,,
8229,鱰,7,,,,
8230,黿,7,,,,
8231,鼃,7,,,,
8232,齠,7,,,,
8233,㓛,6,,,,
8234,㷌,6,,,,
8235,䏰,6,,,,
8236,仃,6,,,,
8237,伫,6,,,,
8238,佺,6,,,,
8239,偐,6,,,,
8240,僎,6,,,,
8241,冐,6,,,,
8242,凈,6,,,,
8243,凊,6,,,,
8244,剳,6,,,,
8245,卩,6,,,,
8246,呫,6,,,,
8247,咾,6,,,,
8248,唫,6,,,,
8249,嗗,6,,,,
8250,嘬,6,,,,
8251,嚅,6,,,,
8252,嚳,6,,,,
8253,囱,6,,,,
8254,圠,6,,,,
8255,圮,6,,,,
8256,坰,6,,,,
8257,坷,6,,,,
8258,埈,6,,,,
8259,塼,6,,,,
8260,壔,6,,,,
8261,奣,6,,,,
8262,姴,6,,,,
8263,嬭,6,,,,
8264,孼,6,,,,
8265,宄,6,,,,
8266,寉,6,,,,
8267,寘,6,,,,
8268,寯,6,,,,
8269,尒,6,,,,
8270,崁,6,,,,
8271,嵎,6,,,,
8272,彔,6,,,,
8273,悷,6,,,,
8274,悾,6,,,,
8275,慓,6,,,,
8276,扃,6,,,,
8277,掇,6,,,,
8278,攢,6,,,,
8279,攺,6,,,,
8280,晬,6,,,,
8281,桮,6,,,,
8282,桺,6,,,,
8283,椈,6,,,,
8284,椣,6,,,,
8285,榘,6,,,,
8286,橐,6,,,,
8287,櫑,6,,,,
8288,櫪,6,,,,
8289,櫽,6,,,,
8290,殢,6,,,,
8291,氬,6,,,,
8292,涮,6,,,,
8293,滙,6,,,,
8294,澣,6,,,,
8295,猤,6,,,,
8296,玭,6,,,,
8297,玹,6,,,,
8298,甿,6,,,,
8299,盻,6,,,,
8300,矻,6,,,,
8301,碵,6,,,,
8302,祲,6,,,,
8303,稉,6,,,,
8304,稧,6,,,,
8305,穪,6,,,,
8306,窻,6,,,,
8307,窼,6,,,,
8308,笽,6,,,,
8309,筦,6,,,,
8310,簄,6,,,,
8311,簌,6,,,,
8312,籭,6,,,,
8313,粏,6,,,,
8314,糗,6,,,,
8315,緦,6,,,,
8316,繄,6,,,,
8317,纍,6,,,,
8318,羑,6,,,,
8319,羝,6,,,,
8320,耇,6,,,,
8321,胷,6,,,,
8322,臊,6,,,,
8323,艚,6,,,,
8324,菼,6,,,,
8325,萏,6,,,,
8326,萪,6,,,,
8327,葑,6,,,,
8328,葒,6,,,,
8329,蓓,6,,,,
8330,蓧,6,,,,
8331,蘼,6,,,,
8332,螋,6,,,,
8333,蠔,6,,,,
8334,衃,6,,,,
8335,衟,6,,,,
8336,詬,6,,,,
8337,貺,6,,,,
8338,賨,6,,,,
8339,趹,6,,,,
8340,跱,6,,,,
8341,踆,6,,,,
8342,踣,6,,,,
8343,蹰,6,,,,
8344,軅,6,,,,
8345,迤,6,,,,
8346,郌,6,,,,
8347,醶,6,,,,
8348,鈐,6,,,,
8349,鈝,6,,,,
8350,鉆,6,,,,
8351,鋃,6,,,,
8352,鋋,6,,,,
8353,隄,6,,,,
8354,隳,6,,,,
8355,靣,6,,,,
8356,鞐,6,,,,
8357,鞫,6,,,,
8358,颭,6,,,,
8359,餛,6,,,,
8360,驑,6,,,,
8361,鬀,6,,,,
8362,鬐,6,,,,
8363,鬛,6,,,,
8364,魬,6,,,,
8365,鮍,6,,,,
8366,鯇,6,,,,
8367,鰏,6,,,,
8368,鼴,6,,,,
8369,齦,6,,,,
8370,龢,6,,,,
8371,㣺,5,,,,
8372,㴱,5,,,,
8373,䌂,5,,,,
8374,䘐,5,,,,
8375,丅,5,,,,
8376,乄,5,,,,
8377,乚,5,,,,
8378,佒,5,,,,
8379,佽,5,,,,
8380,傔,5,,,,
8381,凞,5,,,,
8382,劜,5,,,,
8383,匾,5,,,,
8384,厸,5,,,,
8385,呴,5,,,,
8386,咍,5,,,,
8387,哢,5,,,,
8388,啇,5,,,,
8389,嗶,5,,,,
8390,嚟,5,,,,
8391,囫,5,,,,
8392,坭,5,,,,
8393,坯,5,,,,
8394,垸,5,,,,
8395,埶,5,,,,
8396,堋,5,,,,
8397,堞,5,,,,
8398,墍,5,,,,
8399,壍,5,,,,
8400,夶,5,,,,
8401,姁,5,,,,
8402,姤,5,,,,
8403,姧,5,,,,
8404,嫰,5,,,,
8405,孒,5,,,,
8406,尫,5,,,,
8407,屨,5,,,,
8408,岟,5,,,,
8409,崹,5,,,,
8410,嵳,5,,,,
8411,幖,5,,,,
8412,廰,5,,,,
8413,徯,5,,,,
8414,悃,5,,,,
8415,慆,5,,,,
8416,憍,5,,,,
8417,捄,5,,,,
8418,掫,5,,,,
8419,搢,5,,,,
8420,斅,5,,,,
8421,晀,5,,,,
8422,晎,5,,,,
8423,暱,5,,,,
8424,朅,5,,,,
8425,朓,5,,,,
8426,桻,5,,,,
8427,梐,5,,,,
8428,棯,5,,,,
8429,椁,5,,,,
8430,樑,5,,,,
8431,樨,5,,,,
8432,櫝,5,,,,
8433,欉,5,,,,
8434,欛,5,,,,
8435,毚,5,,,,
8436,毡,5,,,,
8437,毦,5,,,,
8438,氦,5,,,,
8439,沕,5,,,,
8440,洊,5,,,,
8441,浰,5,,,,
8442,渶,5,,,,
8443,滁,5,,,,
8444,滹,5,,,,
8445,漊,5,,,,
8446,漼,5,,,,
8447,潓,5,,,,
8448,潡,5,,,,
8449,瀊,5,,,,
8450,灄,5,,,,
8451,炖,5,,,,
8452,焫,5,,,,
8453,焯,5,,,,
8454,熢,5,,,,
8455,熿,5,,,,
8456,牏,5,,,,
8457,猢,5,,,,
8458,猱,5,,,,
8459,猽,5,,,,
8460,珆,5,,,,
8461,珙,5,,,,
8462,珿,5,,,,
8463,瓱,5,,,,
8464,疂,5,,,,
8465,疢,5,,,,
8466,痧,5,,,,
8467,瘃,5,,,,
8468,瘞,5,,,,
8469,癧,5,,,,
8470,眔,5,,,,
8471,睆,5,,,,
8472,睍,5,,,,
8473,瞍,5,,,,
8474,矚,5,,,,
8475,砮,5,,,,
8476,磽,5,,,,
8477,礆,5,,,,
8478,礴,5,,,,
8479,禨,5,,,,
8480,竓,5,,,,
8481,笧,5,,,,
8482,筭,5,,,,
8483,簏,5,,,,
8484,糏,5,,,,
8485,絀,5,,,,
8486,絎,5,,,,
8487,絚,5,,,,
8488,繳,5,,,,
8489,繵,5,,,,
8490,罄,5,,,,
8491,耋,5,,,,
8492,腌,5,,,,
8493,腧,5,,,,
8494,膘,5,,,,
8495,芊,5,,,,
8496,芓,5,,,,
8497,芲,5,,,,
8498,苆,5,,,,
8499,荃,5,,,,
8500,莩,5,,,,
8501,菝,5,,,,
8502,萁,5,,,,
8503,蒞,5,,,,
8504,蒱,5,,,,
8505,蓈,5,,,,
8506,蘍,5,,,,
8507,蘒,5,,,,
8508,虁,5,,,,
8509,虒,5,,,,
8510,虡,5,,,,
8511,蚵,5,,,,
8512,蚿,5,,,,
8513,蛀,5,,,,
8514,螞,5,,,,
8515,螠,5,,,,
8516,蟫,5,,,,
8517,蠛,5,,,,
8518,袾,5,,,,
8519,褊,5,,,,
8520,褠,5,,,,
8521,襛,5,,,,
8522,訐,5,,,,
8523,詎,5,,,,
8524,誀,5,,,,
8525,譱,5,,,,
8526,赱,5,,,,
8527,跗,5,,,,
8528,踈,5,,,,
8529,蹍,5,,,,
8530,蹻,5,,,,
8531,躕,5,,,,
8532,轝,5,,,,
8533,迆,5,,,,
8534,郛,5,,,,
8535,鄍,5,,,,
8536,釤,5,,,,
8537,鉀,5,,,,
8538,鉇,5,,,,
8539,鉖,5,,,,
8540,鉼,5,,,,
8541,銈,5,,,,
8542,鋅,5,,,,
8543,鏧,5,,,,
8544,閄,5,,,,
8545,閌,5,,,,
8546,隺,5,,,,
8547,靻,5,,,,
8548,韁,5,,,,
8549,顙,5,,,,
8550,颿,5,,,,
8551,餔,5,,,,
8552,餬,5,,,,
8553,馰,5,,,,
8554,騮,5,,,,
8555,驔,5,,,,
8556,髿,5,,,,
8557,鯳,5,,,,
8558,鰣,5,,,,
8559,鰶,5,,,,
8560,鱉,5,,,,
8561,鴑,5,,,,
8562,鴪,5,,,,
8563,鵷,5,,,,
8564,鶹,5,,,,
8565,齏,5,,,,
8566,齔,5,,,,
8567,齩,5,,,,
8568,㐬,4,,,,
8569,㒒,4,,,,
8570,㢭,4,,,,
8571,㬢,4,,,,
8572,㷀,4,,,,
8573,㸅,4,,,,
8574,仈,4,,,,
8575,侊,4,,,,
8576,傰,4,,,,
8577,僀,4,,,,
8578,刲,4,,,,
8579,剕,4,,,,
8580,卹,4,,,,
8581,厔,4,,,,
8582,厙,4,,,,
8583,厵,4,,,,
8584,叒,4,,,,
8585,呿,4,,,,
8586,咁,4,,,,
8587,咈,4,,,,
8588,咊,4,,,,
8589,唲,4,,,,
8590,唽,4,,,,
8591,嗹,4,,,,
8592,噱,4,,,,
8593,囍,4,,,,
8594,囨,4,,,,
8595,圴,4,,,,
8596,坵,4,,,,
8597,垝,4,,,,
8598,埤,4,,,,
8599,塕,4,,,,
8600,壠,4,,,,
8601,媞,4,,,,
8602,寖,4,,,,
8603,寗,4,,,,
8604,屣,4,,,,
8605,岠,4,,,,
8606,岶,4,,,,
8607,峗,4,,,,
8608,嵙,4,,,,
8609,彜,4,,,,
8610,忼,4,,,,
8611,怓,4,,,,
8612,怘,4,,,,
8613,恧,4,,,,
8614,慯,4,,,,
8615,戇,4,,,,
8616,戓,4,,,,
8617,捁,4,,,,
8618,摭,4,,,,
8619,擥,4,,,,
8620,斦,4,,,,
8621,旈,4,,,,
8622,晥,4,,,,
8623,曈,4,,,,
8624,桍,4,,,,
8625,桛,4,,,,
8626,棼,4,,,,
8627,椆,4,,,,
8628,椊,4,,,,
8629,楗,4,,,,
8630,楲,4,,,,
8631,榿,4,,,,
8632,槥,4,,,,
8633,槪,4,,,,
8634,樃,4,,,,
8635,橑,4,,,,
